ticker,date,stage,entry_type,pnl_r,outcome,win,confidence,grade_a_rate,expected_r,risk_r,gap_pct,pm_high_pct,prev_close,entry_price,market_cap,win_streak,loss_streak,month
RGC,2025-06-16,backside_pop,opening_fbo,1.2453197059002707,grade_a,1,0.728,0.728,1.8,0.4,67.29989463937932,433.8271447271798,15.6605,26.200000000000003,,12,0,2025-06
DWSN,2025-06-16,frontside,opening_fbo,1.3507896428952186,grade_a,1,0.75,0.75,1.8,0.5,301.45985401459853,304.37956204379554,1.37,5.5,,13,0,2025-06
SONM,2025-06-16,backside_pop,opening_fbo,1.589768115280786,grade_a,1,0.728,0.728,1.8,0.4,64.55151645515166,130.15702301570232,0.9298,1.53,,14,0,2025-06
BATL,2025-06-16,backside_pop,opening_fbo,1.3110160869186025,grade_a,1,0.728,0.728,1.8,0.4,78.04878048780488,123.77439024390245,1.64,2.92,,15,0,2025-06
STAK,2025-06-16,backside_pop,opening_fbo,1.1027316264517657,grade_a,1,0.728,0.728,1.8,0.4,91.7948717948718,103.58974358974362,1.95,3.74,,16,0,2025-06
SATS,2025-06-16,deep_backside,opening_fbo,-0.3330619431505258,grade_c,0,0.75,0.75,1.6,0.4,44.12114014251781,50.17755344418051,16.84,24.27,,0,1,2025-06
CERO,2025-06-17,backside_pop,opening_fbo,0.41230761673046784,grade_b,1,0.728,0.728,1.8,0.4,51.71811298776936,292.98194525334884,6.868,10.42,,1,0,2025-06
ACXP,2025-06-17,high_and_tight,opening_fbo,2.590259211908436,grade_a,1,0.8,0.8,2.1,0.4,197.88342559426897,241.90817323347443,6.142,18.296,,2,0,2025-06
VERV,2025-06-17,deep_backside,opening_fbo,1.0342674720679892,grade_a,1,0.75,0.75,1.6,0.4,75.99681020733654,81.89792663476874,6.27,11.035,,3,0,2025-06
APVO,2025-06-18,high_and_tight,opening_fbo,2.623825527044334,grade_a,1,0.8,0.8,2.1,0.4,118.43971631205676,364.8900709219858,2.82,6.16,,4,0,2025-06
KWE,2025-06-18,backside_pop,opening_fbo,1.127861725538273,grade_a,1,0.728,0.728,1.8,0.4,68.22916666666666,166.84027777777777,5.76,9.69,,5,0,2025-06
LSE,2025-06-18,deep_backside,opening_fbo,0.3147327444476707,grade_b,1,0.75,0.75,1.6,0.4,71.17117117117118,76.2144144144144,5.55,9.5,,6,0,2025-06
LGHL,2025-06-18,deep_backside,opening_fbo,1.8420533598136561,grade_a,1,0.75,0.75,1.6,0.4,62.23021582733813,74.09712230215828,2.78,4.51,,7,0,2025-06
RELI,2025-06-18,deep_backside,opening_fbo,1.3007522971462604,grade_a,1,0.75,0.75,1.6,0.4,44.23963133640553,63.59447004608294,2.17,3.13,,8,0,2025-06
WHLR,2025-06-20,high_and_tight,opening_fbo,2.1519557979195385,grade_a,1,0.8,0.8,2.1,0.4,121.6374269005848,193.85964912280707,3.42,7.58,,9,0,2025-06
INDP,2025-06-23,high_and_tight,opening_fbo,1.3865383789322911,grade_a,1,0.8,0.8,2.1,0.4,105.70159200296187,163.30988522769343,7.5628,15.5568,,10,0,2025-06
CDTX,2025-06-23,backside_pop,opening_fbo,0.14262068186627852,grade_b,1,0.728,0.728,1.8,0.4,93.2921027592769,115.9372026641294,21.02,40.63,,11,0,2025-06
HUSA,2025-06-23,deep_backside,opening_fbo,0.33467850632512613,grade_b,1,0.75,0.75,1.6,0.4,43.71621621621621,72.70202702702701,14.8,21.27,,12,0,2025-06
INDO,2025-06-23,deep_backside,opening_fbo,1.3004882215271978,grade_a,1,0.75,0.75,1.6,0.4,30.434782608695656,57.11462450592888,5.06,6.6,,13,0,2025-06
SPTN,2025-06-23,deep_backside,opening_fbo,1.6181849309080627,grade_a,1,0.75,0.75,1.6,0.4,49.178004535147394,51.07709750566891,17.64,26.315,,14,0,2025-06
NKTR,2025-06-24,high_and_tight,opening_fbo,1.4032572727315311,grade_a,1,0.8,0.8,2.1,0.4,108.80503144654092,190.14675052410905,9.54,19.92,,15,0,2025-06
,2025-06-24,high_and_tight,opening_fbo,2.6317651834559053,grade_a,1,0.8,0.8,2.1,0.4,165.564738292011,189.07254361799815,10.89,28.92,,16,0,2025-06
INM,2025-06-24,backside_pop,opening_fbo,0.38130273581863366,grade_b,1,0.728,0.728,1.8,0.4,71.83673469387753,124.48979591836734,2.45,4.21,,17,0,2025-06
GCTK,2025-06-25,high_and_tight,opening_fbo,2.672129855699467,grade_a,1,0.8,0.8,2.1,0.4,137.43961352657007,156.0386473429952,6.21,14.745000000000001,,18,0,2025-06
ULY,2025-06-25,backside_pop,opening_fbo,1.4408360167194394,grade_a,1,0.728,0.728,1.8,0.4,79.25536652712213,109.75995368308544,4.4908,8.05,,19,0,2025-06
CYN,2025-06-26,frontside,opening_fbo,2.416698358923577,grade_a,1,0.75,0.75,1.8,0.5,227.3453093812375,729.1417165668664,5.01,16.4,,20,0,2025-06
ASTI,2025-06-26,high_and_tight,opening_fbo,2.026543042423909,grade_a,1,0.8,0.8,2.1,0.4,146.3519313304721,218.4549356223176,1.165,2.87,,21,0,2025-06
LCFY,2025-06-27,frontside,opening_fbo,1.393705950173746,grade_a,1,0.75,0.75,1.8,0.5,284.7058823529412,448.23529411764713,2.55,9.81,,22,0,2025-06
BMNR,2025-06-30,frontside,opening_fbo,2.3033625394642883,grade_a,1,0.75,0.75,1.8,0.5,251.69988276670577,705.6271981242674,4.265,15.0,,23,0,2025-06
ARTL,2025-06-30,high_and_tight,opening_fbo,2.899262797896393,grade_a,1,0.8,0.8,2.1,0.4,201.9145802650957,276.7304860088365,6.79,20.5,,24,0,2025-06
IPDN,2025-06-30,backside_pop,opening_fbo,1.9223758028208167,grade_a,1,0.728,0.728,1.8,0.4,98.28571428571428,182.2857142857143,1.75,3.47,,25,0,2025-06
WBUY,2025-06-30,deep_backside,opening_fbo,2.178478390913858,grade_a,1,0.75,0.75,1.6,0.4,55.950266429840134,73.71225577264653,5.63,8.78,,26,0,2025-06
BGLC,2025-07-01,frontside,opening_fbo,1.6926461902983723,grade_a,1,0.75,0.75,1.8,0.5,230.45602605863192,408.1433224755701,3.07,10.145,,27,0,2025-07
CLRO,2025-07-01,high_and_tight,opening_fbo,1.6228907055547706,grade_a,1,0.8,0.8,2.1,0.4,117.3913043478261,168.17391304347825,5.75,12.5,,28,0,2025-07
BMNR,2025-07-01,backside_pop,opening_fbo,0.47871648291301333,grade_b,1,0.728,0.728,1.8,0.4,53.39233038348083,120.64896755162242,33.9,52.0,,29,0,2025-07
WETO,2025-07-01,deep_backside,opening_fbo,1.571454414953056,grade_a,1,0.75,0.75,1.6,0.4,86.99551569506725,87.44394618834079,2.23,4.17,,30,0,2025-07
GPUS,2025-07-01,deep_backside,opening_fbo,1.498754347478727,grade_a,1,0.75,0.75,1.6,0.4,44.28571428571429,59.2857142857143,1.4,2.02,,31,0,2025-07
MOGO,2025-07-02,high_and_tight,opening_fbo,2.4945410120852216,grade_a,1,0.8,0.8,2.1,0.4,187.60330578512395,216.52892561983475,1.21,3.48,,32,0,2025-07
DAIC,2025-07-02,backside_pop,opening_fbo,1.7530081954990648,grade_a,1,0.728,0.728,1.8,0.4,86.98481561822122,210.19522776572668,4.61,8.62,,33,0,2025-07
ELWS,2025-07-02,deep_backside,opening_fbo,0.2857918744750099,grade_b,1,0.75,0.75,1.6,0.4,50.26315789473684,74.21052631578948,1.9,2.855,,34,0,2025-07
GITS,2025-07-03,high_and_tight,opening_fbo,2.4317372759021776,grade_a,1,0.8,0.8,2.1,0.4,152.76073619631904,200.61349693251535,1.63,4.12,,35,0,2025-07
LRHC,2025-07-03,high_and_tight,opening_fbo,1.8920476780706448,grade_a,1,0.8,0.8,2.1,0.4,178.65168539325842,191.1360799001248,6.408,17.856,,36,0,2025-07
MBIO,2025-07-07,high_and_tight,opening_fbo,2.8802317869246603,grade_a,1,0.8,0.8,2.1,0.4,199.15966386554624,488.2352941176471,1.19,3.56,,37,0,2025-07
LGPS,2025-07-07,high_and_tight,opening_fbo,1.58899437610878,grade_a,1,0.8,0.8,2.1,0.4,140.4761904761905,158.33333333333334,0.84,2.02,,38,0,2025-07
ARTL,2025-07-07,backside_pop,opening_fbo,2.19188533665188,grade_a,1,0.728,0.728,1.8,0.4,114.52736318407956,134.02985074626864,10.05,21.56,,39,0,2025-07
SONN,2025-07-07,deep_backside,opening_fbo,1.182642997571467,grade_a,1,0.75,0.75,1.6,0.4,46.42857142857144,53.06122448979591,3.92,5.74,,40,0,2025-07
NDRA,2025-07-08,high_and_tight,opening_fbo,0.4226452925225384,grade_b,1,0.8,0.8,2.1,0.4,206.65972342764567,246.0047445466644,3.4566,10.6,,41,0,2025-07
SQNS,2025-07-08,deep_backside,opening_fbo,1.8421350197485,grade_a,1,0.75,0.75,1.6,0.4,39.51048951048952,87.41258741258744,1.43,1.995,,42,0,2025-07
CLDI,2025-07-09,high_and_tight,opening_fbo,2.864036481260383,grade_a,1,0.8,0.8,2.1,0.4,166.95522388059706,377.61194029850753,4.02,10.7316,,43,0,2025-07
SUGP,2025-07-09,high_and_tight,opening_fbo,2.0901583783784146,grade_a,1,0.8,0.8,2.1,0.4,105.71746384872078,309.34371523915456,4.495,9.247,,44,0,2025-07
EVOK,2025-07-09,high_and_tight,opening_fbo,0.19251219273578646,grade_b,1,0.8,0.8,2.1,0.4,219.5488721804511,271.42857142857144,2.66,8.5,,45,0,2025-07
BMGL,2025-07-09,backside_pop,opening_fbo,1.3754194779549773,grade_a,1,0.728,0.728,1.8,0.4,70.87912087912088,104.94505494505492,1.82,3.11,,46,0,2025-07
SCAG,2025-07-09,deep_backside,opening_fbo,0.487329681037684,grade_b,1,0.75,0.75,1.6,0.4,86.90476190476188,94.52142857142856,4.2,7.85,,47,0,2025-07
KZIA,2025-07-09,deep_backside,opening_fbo,0.42464071148373145,grade_b,1,0.75,0.75,1.6,0.4,43.5897435897436,58.09523809523809,6.825,9.8,,48,0,2025-07
SOBR,2025-07-09,deep_backside,opening_fbo,1.2720089314561749,grade_a,1,0.75,0.75,1.6,0.4,43.62017804154302,56.973293768545986,3.37,4.84,,49,0,2025-07
BTCM,2025-07-10,high_and_tight,opening_fbo,1.3226670891112273,grade_a,1,0.8,0.8,2.1,0.4,185.36585365853657,228.0447154471545,2.46,7.02,,50,0,2025-07
SAFX,2025-07-10,backside_pop,opening_fbo,-0.4304731465937238,grade_c,0,0.728,0.728,1.8,0.4,136.66666666666666,139.33333333333331,1.5,3.55,,0,1,2025-07
STKH,2025-07-10,deep_backside,opening_fbo,2.122923337812912,grade_a,1,0.75,0.75,1.6,0.4,48.57142857142858,105.14285714285712,1.75,2.6,,1,0,2025-07
MP,2025-07-10,deep_backside,opening_fbo,2.0372566413773754,grade_a,1,0.75,0.75,1.6,0.4,60.17316017316017,60.22311022311022,30.03,48.1,,2,0,2025-07
INKT,2025-07-11,high_and_tight,opening_fbo,2.5012996396368914,grade_a,1,0.8,0.8,2.1,0.4,172.5743855109961,883.1824062095731,7.73,21.07,,3,0,2025-07
ABVE,2025-07-11,high_and_tight,opening_fbo,-0.08271518979824889,grade_b,0,0.8,0.8,2.1,0.4,125.80645161290325,183.8709677419355,1.55,3.5,,0,1,2025-07
SGN,2025-07-11,high_and_tight,opening_fbo,1.8406235324740075,grade_a,1,0.8,0.8,2.1,0.4,153.65853658536585,167.47967479674796,1.23,3.12,,1,0,2025-07
FTFT,2025-07-11,backside_pop,opening_fbo,1.0939720185185244,grade_a,1,0.728,0.728,1.8,0.4,54.3046357615894,166.88741721854305,1.51,2.33,,2,0,2025-07
CVM,2025-07-11,deep_backside,opening_fbo,0.18817064752187773,grade_b,1,0.75,0.75,1.6,0.4,63.87434554973822,85.60209424083769,3.82,6.26,,3,0,2025-07
ZBAI,2025-07-11,deep_backside,opening_fbo,2.19041848515854,grade_a,1,0.75,0.75,1.6,0.4,53.14578005115088,67.21227621483375,7.038,10.7784,,4,0,2025-07
HOLO,2025-07-11,deep_backside,opening_fbo,1.9511669817025539,grade_a,1,0.75,0.75,1.6,0.4,59.7682119205298,65.39735099337749,6.04,9.65,,5,0,2025-07
SQFT,2025-07-14,high_and_tight,opening_fbo,2.0128884792154316,grade_a,1,0.8,0.8,2.1,0.4,113.30724070450098,350.0978473581213,5.11,10.9,,6,0,2025-07
SONN,2025-07-14,high_and_tight,opening_fbo,2.418723129842965,grade_a,1,0.8,0.8,2.1,0.4,190.715667311412,273.3075435203095,5.17,15.03,,7,0,2025-07
DARE,2025-07-14,high_and_tight,opening_fbo,1.4301141375136568,grade_a,1,0.8,0.8,2.1,0.4,214.5129224652087,265.40755467196817,2.515,7.91,,8,0,2025-07
MGRM,2025-07-14,deep_backside,opening_fbo,1.5709186703791034,grade_a,1,0.75,0.75,1.6,0.4,68.08510638297874,82.97872340425529,3.29,5.53,,9,0,2025-07
XAGE,2025-07-15,high_and_tight,opening_fbo,1.8747194183982085,grade_a,1,0.8,0.8,2.1,0.4,145.3686200378072,212.66540642722111,2.645,6.49,,10,0,2025-07
NUWE,2025-07-16,high_and_tight,opening_fbo,2.485194218269454,grade_a,1,0.8,0.8,2.1,0.4,174.11167512690355,276.3596809282089,6.895,18.9,,11,0,2025-07
GTI,2025-07-16,deep_backside,opening_fbo,2.1543877756123155,grade_a,1,0.75,0.75,1.6,0.4,87.80821917808221,89.04109589041096,4.38,8.226,,12,0,2025-07
QLGN,2025-07-16,deep_backside,opening_fbo,1.9599922906892413,grade_a,1,0.75,0.75,1.6,0.4,53.82436260623229,88.95184135977338,3.53,5.43,,13,0,2025-07
GAME,2025-07-16,deep_backside,opening_fbo,1.45146883462795,grade_a,1,0.75,0.75,1.6,0.4,44.70198675496689,86.75496688741721,1.51,2.185,,14,0,2025-07
VLCN,2025-07-17,frontside,opening_fbo,0.12072996896585142,grade_b,1,0.75,0.75,1.8,0.5,341.5185976171633,377.9766486345848,9.2243,40.727,,15,0,2025-07
XXII,2025-07-17,backside_pop,opening_fbo,2.0744586166829198,grade_a,1,0.728,0.728,1.8,0.4,67.24890829694323,106.76855895196508,4.58,7.66,,16,0,2025-07
BSLK,2025-07-17,deep_backside,opening_fbo,1.9332127710457923,grade_a,1,0.75,0.75,1.6,0.4,90.49773755656108,96.38009049773754,2.21,4.21,,17,0,2025-07
TELO,2025-07-18,high_and_tight,opening_fbo,1.79581111278412,grade_a,1,0.8,0.8,2.1,0.4,152.4793388429752,156.19834710743805,1.21,3.0549999999999997,,18,0,2025-07
MEIP,2025-07-18,backside_pop,opening_fbo,1.7865989633446437,grade_a,1,0.728,0.728,1.8,0.4,99.55555555555556,100.0,4.5,8.98,,19,0,2025-07
BZAI,2025-07-18,deep_backside,opening_fbo,-0.3185416183105707,grade_c,0,0.75,0.75,1.6,0.4,75.24752475247524,79.53795379537955,3.03,5.31,,0,1,2025-07
ZIMV,2025-07-21,backside_pop,opening_fbo,2.4647704164826267,grade_a,1,0.728,0.728,1.8,0.4,122.21563981042654,122.80805687203792,8.44,18.755,,1,0,2025-07
GCTK,2025-07-21,deep_backside,opening_fbo,1.797086331770657,grade_a,1,0.75,0.75,1.6,0.4,66.5523156089194,67.23842195540308,5.83,9.71,,2,0,2025-07
HSDT,2025-07-21,deep_backside,opening_fbo,2.1222578234776193,grade_a,1,0.75,0.75,1.6,0.4,55.168539325842694,62.35955056179774,8.9,13.81,,3,0,2025-07
HTOO,2025-07-22,high_and_tight,opening_fbo,2.554175055770499,grade_a,1,0.8,0.8,2.1,0.4,129.20560747663552,195.0934579439252,4.28,9.81,,4,0,2025-07
KSS,2025-07-22,backside_pop,opening_fbo,2.4160467966691526,grade_a,1,0.728,0.728,1.8,0.4,89.53934740882917,105.27831094049908,10.42,19.75,,5,0,2025-07
IVF,2025-07-22,deep_backside,opening_fbo,-0.3668969045430859,grade_c,0,0.75,0.75,1.6,0.4,43.5294117647059,66.2745098039216,2.55,3.66,,0,1,2025-07
ABVX,2025-07-23,frontside,opening_fbo,2.2081165198271506,grade_a,1,0.75,0.75,1.8,0.5,531.0,613.5,10.0,63.1,,1,0,2025-07
PAPL,2025-07-23,high_and_tight,opening_fbo,1.7125980534428922,grade_a,1,0.8,0.8,2.1,0.4,142.00000000000003,172.28285714285713,3.5,8.47,,2,0,2025-07
AMOD,2025-07-23,backside_pop,opening_fbo,1.86708523600908,grade_a,1,0.728,0.728,1.8,0.4,70.68965517241381,124.1379310344828,1.16,1.98,,3,0,2025-07
ANEB,2025-07-23,deep_backside,opening_fbo,1.9007893162646303,grade_a,1,0.75,0.75,1.6,0.4,77.04918032786885,86.88524590163934,1.83,3.24,,4,0,2025-07
GPRO,2025-07-23,deep_backside,opening_fbo,1.804493305541555,grade_a,1,0.75,0.75,1.6,0.4,68.97810218978101,72.99270072992701,1.37,2.315,,5,0,2025-07
LIDR,2025-07-24,frontside,opening_fbo,1.4038793134778396,grade_a,1,0.75,0.75,1.8,0.5,256.63716814159295,324.77876106194697,1.13,4.03,,6,0,2025-07
MCVT,2025-07-25,backside_pop,opening_fbo,1.2036522899565982,grade_a,1,0.728,0.728,1.8,0.4,52.43243243243242,258.9189189189189,1.85,2.82,,7,0,2025-07
VAPE,2025-07-28,frontside,opening_fbo,-0.039429132157349334,grade_b,0,0.75,0.75,1.8,0.5,485.8028169014085,833.8591549295775,8.875,51.99,,0,1,2025-07
VWAV,2025-07-28,backside_pop,opening_fbo,1.8088170503138399,grade_a,1,0.728,0.728,1.8,0.4,74.46808510638296,435.74468085106383,2.35,4.1,,1,0,2025-07
CELC,2025-07-28,high_and_tight,opening_fbo,-0.007931937314656606,grade_b,0,0.8,0.8,2.1,0.4,233.76906318082789,237.10965867828617,13.77,45.959999999999994,,0,1,2025-07
GTI,2025-07-28,deep_backside,opening_fbo,1.3320858869767407,grade_a,1,0.75,0.75,1.6,0.4,58.131313131313135,66.45454545454544,5.94,9.393,,1,0,2025-07
SLRX,2025-07-29,high_and_tight,opening_fbo,1.3453962767829923,grade_a,1,0.8,0.8,2.1,0.4,110.49790851437052,211.69882606935633,11.1165,23.4,,2,0,2025-07
CLDI,2025-07-29,deep_backside,opening_fbo,-0.038110088290365246,grade_b,0,0.75,0.75,1.6,0.4,63.75545851528385,65.57496360989809,6.5952,10.8,,0,1,2025-07
REPL,2025-07-30,backside_pop,opening_fbo,1.1519241097145783,grade_a,1,0.728,0.728,1.8,0.4,71.06666666666666,115.20000000000002,3.75,6.415,,1,0,2025-07
BGLC,2025-07-30,backside_pop,opening_fbo,1.9781792657362374,grade_a,1,0.728,0.728,1.8,0.4,71.74887892376682,101.34529147982066,4.46,7.66,,2,0,2025-07
SNGX,2025-07-31,backside_pop,opening_fbo,1.7533441077686476,grade_a,1,0.728,0.728,1.8,0.4,51.19999999999999,330.40000000000003,1.25,1.89,,3,0,2025-07
PHLT,2025-08-01,backside_pop,opening_fbo,0.3636261735619351,grade_b,1,0.728,0.728,1.8,0.4,111.26760563380284,118.02816901408453,3.55,7.5,,4,0,2025-08
MWYN,2025-08-01,deep_backside,opening_fbo,1.8980717699894805,grade_a,1,0.75,0.75,1.6,0.4,91.1111111111111,94.44444444444444,0.9,1.72,,5,0,2025-08
VERB,2025-08-04,backside_pop,opening_fbo,2.064570372619748,grade_a,1,0.728,0.728,1.8,0.4,59.936908517350176,213.03890641430075,9.51,15.21,,6,0,2025-08
COMM,2025-08-04,deep_backside,opening_fbo,1.8705409676952416,grade_a,1,0.75,0.75,1.6,0.4,77.53530166880617,94.48010269576382,7.79,13.83,,7,0,2025-08
SCS,2025-08-04,deep_backside,opening_fbo,2.1040881471377446,grade_a,1,0.75,0.75,1.6,0.4,44.40078585461689,68.27111984282908,10.18,14.7,,8,0,2025-08
SNGX,2025-08-04,deep_backside,opening_fbo,1.734886476107043,grade_a,1,0.75,0.75,1.6,0.4,52.55474452554743,57.84671532846715,2.74,4.18,,9,0,2025-08
SMXT,2025-08-05,backside_pop,opening_fbo,1.3374745078047392,grade_a,1,0.728,0.728,1.8,0.4,72.04301075268818,168.81720430107526,0.93,1.6,,10,0,2025-08
YMAB,2025-08-05,backside_pop,opening_fbo,2.1274557356356913,grade_a,1,0.728,0.728,1.8,0.4,103.69928400954652,103.81861575178992,4.19,8.535,,11,0,2025-08
AIP,2025-08-05,deep_backside,opening_fbo,2.0970154783181294,grade_a,1,0.75,0.75,1.6,0.4,51.11111111111112,51.21693121693123,9.45,14.28,,12,0,2025-08
LPSN,2025-08-06,deep_backside,opening_fbo,2.0604983960765355,grade_a,1,0.75,0.75,1.6,0.4,57.71093838008334,62.216965190942865,0.8877,1.4,,13,0,2025-08
AVAH,2025-08-07,deep_backside,opening_fbo,1.0965511412902,grade_a,1,0.75,0.75,1.6,0.4,36.760925449871465,59.383033419023135,3.89,5.32,,14,0,2025-08
MRM,2025-08-08,backside_pop,opening_fbo,1.8463189252764889,grade_a,1,0.728,0.728,1.8,0.4,69.16666666666666,194.15833333333333,1.2,2.03,,15,0,2025-08
ENTO,2025-08-11,backside_pop,opening_fbo,2.2864287686971805,grade_a,1,0.728,0.728,1.8,0.4,53.32967936420938,113.75719375171278,1.0947,1.6785,,16,0,2025-08
IMXI,2025-08-11,deep_backside,opening_fbo,2.229738274990366,grade_a,1,0.75,0.75,1.6,0.4,63.95474137931035,64.54741379310344,9.28,15.215,,17,0,2025-08
ATNF,2025-08-12,backside_pop,opening_fbo,1.9899961698525712,grade_a,1,0.728,0.728,1.8,0.4,79.0419161676647,281.43712574850304,3.34,5.98,,18,0,2025-08
WOW,2025-08-12,deep_backside,opening_fbo,1.420372934841554,grade_a,1,0.75,0.75,1.6,0.4,49.556213017751475,50.591715976331365,3.38,5.055,,19,0,2025-08
BSLK,2025-08-13,backside_pop,opening_fbo,-0.3008606849795312,grade_c,0,0.728,0.728,1.8,0.4,60.09174311926605,705.0458715596329,2.18,3.49,,0,1,2025-08
MNTS,2025-08-13,backside_pop,opening_fbo,2.5197235277781598,grade_a,1,0.728,0.728,1.8,0.4,70.27027027027025,119.8198198198198,1.11,1.89,,1,0,2025-08
WBTN,2025-08-13,deep_backside,opening_fbo,1.5431726228115086,grade_a,1,0.75,0.75,1.6,0.4,36.21794871794873,97.11538461538464,9.36,12.75,,2,0,2025-08
XPON,2025-08-14,high_and_tight,opening_fbo,1.8285203966884067,grade_a,1,0.8,0.8,2.1,0.4,179.38931297709922,319.8473282442748,1.31,3.66,,3,0,2025-08
TRIB,2025-08-14,high_and_tight,opening_fbo,1.4192928450318687,grade_a,1,0.8,0.8,2.1,0.4,114.78768682569532,240.49292289418983,1.0103,2.17,,4,0,2025-08
SNOA,2025-08-14,backside_pop,opening_fbo,-0.46326076307050057,grade_c,0,0.728,0.728,1.8,0.4,84.46920052424639,126.73328964613368,3.052,5.63,,0,1,2025-08
BMRA,2025-08-14,deep_backside,opening_fbo,1.0245842316578513,grade_a,1,0.75,0.75,1.6,0.4,38.61386138613862,51.81518151815181,3.03,4.2,,1,0,2025-08
PGEN,2025-08-15,deep_backside,opening_fbo,1.3984710152190918,grade_a,1,0.75,0.75,1.6,0.4,40.54054054054054,88.64324324324325,1.85,2.6,,2,0,2025-08
PPSI,2025-08-15,deep_backside,opening_fbo,2.0930875054586977,grade_a,1,0.75,0.75,1.6,0.4,55.62700964630225,83.27652733118973,3.11,4.84,,3,0,2025-08
TIVC,2025-08-15,deep_backside,opening_fbo,1.553917668837605,grade_a,1,0.75,0.75,1.6,0.4,45.42857142857142,59.999999999999986,3.5,5.09,,4,0,2025-08
SNGX,2025-08-18,deep_backside,opening_fbo,1.9488068561862584,grade_a,1,0.75,0.75,1.6,0.4,36.69064748201439,124.0971223021583,2.78,3.8,,5,0,2025-08
VTAK,2025-08-18,deep_backside,opening_fbo,0.07769756807990119,grade_b,1,0.75,0.75,1.6,0.4,55.55555555555555,65.13409961685824,2.61,4.06,,6,0,2025-08
PRFX,2025-08-19,high_and_tight,opening_fbo,0.14019979434162227,grade_b,1,0.8,0.8,2.1,0.4,132.08955223880594,167.910447761194,1.34,3.11,,7,0,2025-08
GXAI,2025-08-19,backside_pop,opening_fbo,1.469728839796126,grade_a,1,0.728,0.728,1.8,0.4,55.45454545454543,120.9090909090909,1.1,1.71,,8,0,2025-08
LASE,2025-08-19,backside_pop,opening_fbo,1.2126832377635726,grade_a,1,0.728,0.728,1.8,0.4,86.99186991869917,117.07317073170734,2.46,4.6,,9,0,2025-08
PLYM,2025-08-19,deep_backside,opening_fbo,2.1829474460357634,grade_a,1,0.75,0.75,1.6,0.4,51.02459016393441,54.71311475409835,14.64,22.11,,10,0,2025-08
SISI,2025-08-20,deep_backside,opening_fbo,1.0339474083285276,grade_a,1,0.75,0.75,1.6,0.4,52.92929292929293,57.97979797979798,4.95,7.57,,11,0,2025-08
APM,2025-08-21,high_and_tight,opening_fbo,1.966276759636992,grade_a,1,0.8,0.8,2.1,0.4,113.38582677165354,251.96850393700788,1.27,2.71,,12,0,2025-08
PTIX,2025-08-21,backside_pop,opening_fbo,0.23117230078270012,grade_b,1,0.728,0.728,1.8,0.4,59.64912280701756,171.92982456140356,2.28,3.64,,13,0,2025-08
AEMD,2025-08-21,deep_backside,opening_fbo,1.2119348355907058,grade_a,1,0.75,0.75,1.6,0.4,47.74774774774773,146.84684684684686,1.11,1.64,,14,0,2025-08
ELAB,2025-08-22,deep_backside,opening_fbo,-0.004814629465020398,grade_b,0,0.75,0.75,1.6,0.4,32.804232804232804,94.70899470899472,1.89,2.51,,0,1,2025-08
HCWB,2025-08-25,backside_pop,opening_fbo,1.6564526901602619,grade_a,1,0.728,0.728,1.8,0.4,58.50478122283395,112.9817444219067,3.451,5.47,,1,0,2025-08
CAPS,2025-08-25,deep_backside,opening_fbo,1.9618999463269573,grade_a,1,0.75,0.75,1.6,0.4,70.0,88.18181818181816,1.1,1.87,,2,0,2025-08
STSS,2025-08-25,deep_backside,opening_fbo,2.1352361116231693,grade_a,1,0.75,0.75,1.6,0.4,54.99660095173351,80.556084296397,7.355,11.4,,3,0,2025-08
ALLR,2025-08-26,backside_pop,opening_fbo,0.2412261219107485,grade_b,1,0.728,0.728,1.8,0.4,110.34739190481248,149.65473281631785,0.9413,1.98,,4,0,2025-08
SATS,2025-08-26,deep_backside,opening_fbo,1.8576116258296282,grade_a,1,0.75,0.75,1.6,0.4,81.09103078982598,84.70548862115126,29.88,54.11,,5,0,2025-08
